ID,PBillStatus,CompR,HTdevice,HTsource,DeviceType,@9to5,HomeW,HomeWYN,HomeS,HomeSYN,AwayW,AwayWNY,AwayS,AwaySNY,IncHomeS,IncHomeW,ReasonPos,ReasonNeg,RewardForm,IncAwayS,IncAwayW,IncWD,IncDish,IncAutoS,IncAutoW,IncEmer10S,IncEmer30S,IncEmer10W,IncEmer30W,EmerRForm,EnergyC1,EnergyC2,EnergyC3,EnergyC4,MC1,MC2,MC3,MC4,MC5,Frugal1,Frugal2,Frugal3,Trust1,Trust2,Trust3,Trust4,ComfNS1,ComfNS2,ComfNS3,ComfNW1,ComfNW2,ConvB1,ConvB2,ConvB3,ConvB4,ControlN1,ControlN2R,ControlN3,ControlN4,Atti1,Atti2,Atti3,Atti4,SubNorm1,SubNorm2,SubNorm3,PBC1,PBC2,PBC3R,PBC4,PBC5,INT1,INT2,INT3,INT4,SN1,SN2,SN3,SN4,HabitC1,HabitC2,HabitC3,HabitC4,HabitC5,HabitC6,HabitC7,HabitE1,HabitE2,HabitE3,State,City,Age,Gender,OwnRent,BillS,NBillS,BillW,NBillW,Utility,Sqft,SqftCate,HouseholdS,Political,Ethnic,Income,Educ,Job,Latitude,Longitude,EnergyC,MCG,MCBill,Frugal,Trust,ComfortS,ComfortW,Attitude,SubN,PBC,hot,cold,ACYN,HeatYN,valid1,valid2,valid
51,1,2,8,1,4,1,68,1,,0,68,1,,0,99,7,,,5,99,7,4,4,2,7,99,99,7,6,2,4,5,4,3,5,6,6,6,5,6,6,6,4,5,4,4,1,1,1,2,4,3,2,5,5,5,5,6,4,6,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,4,3,5,6,7,3,3,7,8,6,1,1,2,34,Libby,65,1,2,40.00,1,110.00,2,Flathead Electric,1600,3.00,2,4,1,5,4,11,48.32589722,-115.35959630000000,4.00,5.50,5.50,6.00,4.00,1.00,3.00,5.25,4.50,5.00,0,1,0,1,1,0,0
52,1,2,2,1,2,1,65,1,60,1,60,1,60,1,1,1,2,,1,8,8,7,,8,8,1,3,1,3,1,6,6,7,6,5,6,6,6,6,7,7,7,2,2,2,2,6,3,2,2,2,2,2,5,2,6,4,4,6,7,7,7,7,6,6,5,6,6,6,6,2,6,6,6,1,2,2,2,2,7,7,6,7,5,1,7,1,2,2,41,charlotte,28,1,1,175.00,3,200.00,4,Duke Power,500,1.00,2,4,1,3,2,12,35.74270630,-81.20929718000000,6.25,5.50,6.00,7.00,2.00,3.67,2.00,7.00,6.00,6.00,1,0,1,1,1,1,1
54,1,2,2,2,1,1,68,1,74,1,66,1,,2,4,4,,,5,1,4,6,6,4,4,4,6,4,6,1,6,6,6,6,5,5,6,6,6,6,6,6,6,6,5,6,5,5,3,1,2,2,1,1,5,5,2,6,4,7,7,7,7,6,3,3,6,6,6,6,6,6,6,6,5,4,4,4,4,7,7,4,7,7,1,6,1,2,1,20,West Frankfort,46,2,1,150.00,3,200.00,4,Ameren,1200,2.00,4,3,1,3,3,8,37.88789368,-88.90329742000000,6.00,5.00,6.00,6.00,5.50,4.33,1.50,7.00,4.50,6.00,0,1,1,1,1,1,1
55,1,2,1,1,1,1,65,1,80,1,65,1,80,1,6,5,,,5,7,5,6,4,5,5,3,5,4,3,1,7,7,7,6,1,1,7,6,7,7,7,7,2,7,1,1,7,6,7,2,2,2,1,1,2,7,6,7,7,7,7,7,7,6,1,1,7,7,7,7,7,7,7,3,1,3,3,5,3,7,7,2,7,7,5,4,1,2,2,15,Mims,55,2,2,150.00,3,50.00,1,Florida Power and Light,1100,2.00,2,2,1,3,3,6,28.70100403,-80.93190002000000,6.75,1.00,7.00,7.00,1.00,6.67,2.00,7.00,3.50,7.00,1,0,1,1,1,0,0
56,1,2,2,1,1,1,75,1,70,1,75,1,70,1,5,7,,,5,8,8,5,,5,4,1,3,1,2,1,5,7,7,6,5,5,6,7,6,6,7,7,3,3,3,3,3,4,3,6,3,1,1,1,1,7,4,7,5,7,7,7,7,3,2,2,7,3,5,7,3,6,6,3,2,1,1,1,1,7,5,6,7,1,1,8,2,3,3,52,Killeen,32,2,1,112.00,2,224.00,4,Just Energy,1027,2.00,2,4,5,5,4,10,31.21640015,-97.74179840000000,6.25,5.00,6.00,6.67,3.00,3.33,4.50,7.00,2.50,5.00,1,0,1,1,1,1,1
57,1,1,2,1,1,1,72,1,78,1,68,1,85,1,2,2,,,5,3,3,6,2,2,2,1,1,1,1,1,4,4,5,5,7,7,6,5,7,6,6,6,5,6,5,5,5,5,4,3,5,3,2,3,4,5,4,6,3,5,5,6,6,3,3,3,6,5,5,5,5,5,6,5,2,2,4,2,4,7,6,3,6,4,6,6,1,1,1,52,waco,49,2,2,225.00,4,275.00,4,ambient,1900,4.00,2,3,1,8,5,8,31.51049805,-97.26450348000000,4.50,7.00,6.50,6.00,5.00,4.67,4.00,5.50,3.00,5.00,1,0,1,1,1,1,1
58,1,2,2,1,1,1,68,1,,0,68,1,,0,4,4,,,2,99,5,6,6,4,4,2,2,2,2,1,6,6,6,6,3,5,2,6,5,6,7,6,4,4,4,4,2,2,2,2,2,2,2,5,4,6,6,6,5,7,7,7,7,3,2,2,7,7,7,7,7,7,7,7,4,4,4,4,4,5,3,1,4,7,8,6,1,1,1,44,McMinnville,48,2,1,150.00,3,120.00,2,PGE,1300,2.00,4,8,1,5,3,12,45.32339478,-122.98199460000000,6.00,4.00,3.50,6.33,4.00,2.00,2.00,7.00,2.50,7.00,0,0,1,1,1,1,1
59,1,2,2,1,1,1,72,1,70,1,67,1,70,1,4,5,,,5,6,6,7,6,6,6,7,7,7,7,2,4,5,2,5,6,6,2,2,3,6,6,6,6,6,5,6,6,6,4,4,4,2,2,2,2,4,5,3,3,6,5,2,2,4,1,1,6,6,2,6,6,6,6,6,4,4,4,4,4,7,7,2,6,4,3,3,1,2,1,49,Little River,35,2,2,115.00,2,130.00,3,Santee Cooper,2000,4.00,3,2,1,8,,2,33.87500000,-78.65820313000000,4.00,6.00,2.50,6.00,5.50,5.33,4.00,3.75,2.50,6.00,1,0,1,1,1,1,1
60,3,1,2,1,1,1,72,1,76,1,70,1,78,1,1,1,7,,4,2,2,5,2,1,1,4,4,4,4,1,7,7,7,6,5,7,6,6,6,7,6,6,5,6,6,5,5,5,5,2,4,2,1,1,1,7,5,4,4,7,7,6,7,6,4,5,6,7,5,7,5,6,5,5,4,5,5,5,5,7,5,3,6,5,3,3,1,2,1,52,Killeen,40,1,4,60.00,1,60.00,1,Minol,900,1.00,2,4,1,4,3,3,31.21640015,-97.74179840000000,6.75,6.00,6.00,6.33,5.50,5.00,3.00,6.75,5.00,7.00,1,0,1,1,1,1,1
61,3,1,2,1,1,0,65,1,70,1,60,1,80,1,5,4,,,5,5,4,,1,2,2,1,1,1,1,2,6,5,5,6,5,5,6,6,7,7,7,7,5,5,3,5,3,5,4,2,1,2,2,1,4,6,2,5,5,6,7,7,7,4,5,2,6,7,6,7,7,7,6,6,7,5,5,3,4,5,6,3,5,7,6,7,1,2,3,42,Columbus,26,1,1,65.00,1,120.00,2,United Energy Partners,1100,2.00,1,1,1,4,4,9,38.00000000,-97.00000000000000,5.50,5.00,6.50,7.00,4.00,4.00,1.50,6.75,4.50,7.00,0,1,1,1,1,1,1
62,1,3,2,2,2,1,74,1,72,1,65,1,78,1,6,6,,,5,7,7,6,6,4,4,5,7,5,7,1,5,1,1,5,2,5,5,7,7,7,7,7,5,5,5,5,5,5,5,6,7,2,2,5,5,5,6,7,5,7,4,7,7,6,4,3,6,6,6,6,7,7,7,7,4,6,6,3,6,7,7,1,7,2,3,7,1,1,1,40,buffalo,26,2,2,100.00,2,130.00,3,nyseg,1400,3.00,2,2,6,6,3,10,42.88639832,-78.87840271000000,3.00,3.50,6.00,7.00,5.00,5.00,6.50,6.25,5.00,6.00,0,1,1,1,1,1,1
63,1,3,2,1,1,1,67,1,65,1,64,1,64,1,4,8,,1,4,8,8,7,7,8,8,8,8,8,8,1,4,3,3,3,6,5,2,3,3,6,3,6,2,4,2,2,5,2,2,2,5,5,2,6,3,7,7,6,7,5,5,5,5,5,2,1,4,4,3,3,3,2,2,4,1,4,4,4,4,6,1,5,5,7,6,7,2,2,2,44,Redmond,33,1,2,125.00,2,325.00,4,Pacific Power,2400,4.00,5,7,1,7,4,7,44.26280212,-121.22679900000000,3.25,5.50,2.50,5.00,2.00,3.00,3.50,5.00,3.50,3.50,0,0,1,1,1,1,1
64,3,3,2,1,1,1,72,1,72,1,72,1,72,1,1,1,7,,4,1,1,6,1,1,1,4,2,4,2,1,6,6,6,6,6,6,7,7,6,6,6,6,3,5,2,3,4,5,3,2,2,2,2,2,6,6,6,6,4,6,6,6,6,6,2,2,3,3,3,3,3,6,4,6,2,1,1,1,1,6,6,4,6,4,4,6,1,2,3,33,Pevely,37,1,1,105.00,2,85.00,2,Ameren,900,1.00,3,4,1,1,5,4,38.56469727,-90.53569794000000,6.00,6.00,6.50,6.00,2.50,4.00,2.00,6.00,4.00,3.00,1,0,1,1,0,0,0
66,1,2,10,1,1,1,65,1,72,1,62,1,75,1,3,3,,,5,3,3,3,3,3,3,3,4,4,5,1,5,5,5,5,3,3,5,5,5,6,6,6,4,5,5,4,5,7,5,2,1,5,1,2,2,5,6,6,5,7,7,7,4,5,5,3,6,3,4,4,3,5,5,5,2,5,5,5,5,7,7,5,7,7,3,2,1,2,1,10,Highlands Ranch,34,2,2,240.00,4,200.00,4,Xcel Energy,2600,4.00,4,5,5,7,3,8,39.61329651,-105.01660160000000,5.00,3.00,5.00,6.00,4.50,5.67,1.50,6.25,5.00,3.50,0,1,1,1,1,1,1
69,3,1,7,6,2,1,,0,,0,,0,,0,99,99,,,5,99,99,7,,5,6,6,5,6,7,1,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,5,7,6,3,6,2,1,2,2,6,4,6,4,7,7,7,7,6,5,5,6,6,6,6,6,5,4,6,4,5,4,5,5,7,7,6,6,8,8,8,1,1,1,41,Washington,58,2,2,120.00,2,35.00,1,City of Washington,950,2.00,2,4,1,3,3,12,35.58050537,-77.01270294000000,6.00,6.00,6.00,6.33,6.00,6.00,4.50,7.00,5.50,6.00,1,0,0,0,0,1,0
71,3,1,5,1,1,0,72,1,74,1,65,1,78,1,3,4,,,4,5,5,4,4,4,4,5,5,5,5,1,2,2,2,2,6,6,6,6,6,6,6,7,5,6,4,5,5,6,4,4,5,3,2,2,2,5,5,6,4,5,5,6,6,5,4,5,6,6,6,6,6,6,6,6,6,4,4,4,4,7,7,7,7,7,7,7,2,2,2,33,st louis,24,1,1,80.00,1,70.00,1,ameren,1500,3.00,1,7,1,6,4,12,38.64999390,-90.53340149000000,2.00,6.00,6.00,6.33,4.50,5.00,4.50,5.50,4.50,6.00,1,0,1,1,1,1,1
72,3,1,1,1,1,0,72,1,77,1,,0,,0,4,4,,,5,1,1,4,,2,2,2,2,2,2,2,5,6,6,5,5,6,7,7,7,6,6,7,5,5,4,5,3,3,2,2,2,2,2,2,2,5,6,5,4,7,7,7,7,6,2,2,6,6,6,7,6,6,7,7,6,4,4,4,4,7,7,6,7,7,7,7,1,2,2,15,ocala,52,1,2,120.00,2,120.00,2,progress energy,1300,2.00,3,2,5,6,3,6,29.12519836,-82.00289917000000,5.50,5.50,7.00,6.33,4.50,2.67,2.00,7.00,4.00,6.50,1,0,1,1,1,1,1
73,1,2,2,2,1,0,68,1,72,1,65,1,75,1,4,4,,,5,6,6,5,5,3,3,2,4,2,4,2,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,7,4,2,2,1,2,2,2,6,4,6,2,7,7,7,7,7,7,7,7,5,3,6,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,1,2,1,21,Indianapolis,29,1,2,150.00,3,110.00,2,Indianapolis Power & Light,1700,3.00,2,1,1,6,4,2,39.67939758,-86.08809662000000,7.00,7.00,7.00,7.00,5.00,5.33,2.00,7.00,7.00,5.50,0,1,1,1,1,1,1
75,3,2,1,1,1,0,72,1,77,1,68,1,80,1,3,3,,,5,4,4,6,,2,2,1,1,1,1,1,6,5,5,5,5,4,4,4,6,6,5,6,4,6,4,4,3,3,3,5,4,5,3,5,3,4,4,6,4,5,5,5,5,3,3,3,6,6,3,6,5,5,5,5,5,4,4,3,4,7,7,4,3,4,4,6,1,3,3,15,Tampa,40,2,2,80.00,1,60.00,1,TECO,1150,2.00,2,4,1,7,5,12,27.99870300,-82.51560211000000,5.25,4.50,5.00,5.67,4.00,3.00,4.50,5.00,3.00,6.00,1,0,1,1,1,1,1
77,3,3,2,1,1,1,70,1,60,1,70,1,60,1,7,7,,,5,7,7,6,6,8,8,8,8,8,8,1,4,3,3,3,6,6,5,6,6,6,6,6,2,3,2,2,7,7,7,6,6,4,2,6,6,6,6,6,6,3,3,3,3,1,1,2,5,5,5,4,5,4,3,3,1,2,2,1,2,7,7,2,5,6,1,2,1,2,1,52,corpus christi,30,1,1,300.00,4,250.00,4,CPL,1500,3.00,5,4,1,6,2,12,27.80059814,-97.39640045000000,3.25,6.00,5.50,6.00,2.00,7.00,6.00,3.00,1.00,4.50,1,0,1,1,1,1,1
78,3,2,2,2,1,0,68,1,72,1,65,1,78,1,3,3,,,5,3,3,4,4,3,3,4,4,4,4,1,6,4,2,6,7,7,5,4,4,6,6,6,6,6,4,6,4,5,4,3,2,2,2,5,2,6,4,6,5,6,6,7,6,6,6,3,6,6,6,6,6,6,6,6,6,2,3,2,3,7,7,3,7,7,7,7,1,2,1,21,GALVESTON,55,1,2,200.00,3,100.00,2,DUKE,3000,4.00,3,1,1,7,4,11,40.52859497,-86.16750336000000,4.50,7.00,4.50,6.00,5.00,4.33,2.50,6.25,6.00,6.00,0,1,1,1,1,1,1
79,1,2,2,2,1,0,70,1,78,1,68,1,80,1,3,5,,,1,5,8,4,6,2,3,5,6,5,6,1,6,4,5,5,5,5,7,6,5,6,6,5,7,7,7,7,5,6,4,5,4,5,1,5,7,6,5,7,5,6,5,6,5,6,5,3,5,4,7,3,6,5,4,6,3,2,3,2,5,7,7,3,1,4,4,5,1,1,1,22,Cedar falls,28,2,2,300.00,4,200.00,4,Cedar falls utilities,800,1.00,4,3,1,5,4,7,42.51739502,-92.51689911000000,5.00,5.00,6.00,5.67,7.00,5.00,4.50,5.50,5.50,3.50,0,1,1,1,1,1,1
80,1,2,2,2,1,1,65,1,68,1,62,1,70,1,4,4,,,5,6,6,4,3,7,7,1,6,1,6,1,6,5,5,6,6,7,6,6,6,6,5,6,4,5,4,5,5,6,6,2,2,3,3,7,6,6,4,7,5,6,5,6,5,4,4,2,6,4,5,4,6,5,7,6,4,2,1,4,5,6,7,1,4,7,4,7,1,1,1,46,Pittsburgh,31,2,2,65.00,1,90.00,2,West Penn Power,1200,2.00,4,3,1,7,4,10,40.27130127,-80.17019653000000,5.50,6.50,6.00,5.67,4.50,5.67,2.00,5.50,4.00,4.00,0,1,1,1,1,1,1
81,3,3,2,1,1,1,,0,72,1,,0,,2,5,99,,,5,4,99,6,,4,1,5,3,99,99,2,5,4,4,5,5,5,3,3,5,5,4,5,5,5,3,5,4,6,3,5,5,3,2,5,5,5,3,6,4,5,4,5,6,5,4,4,6,5,5,4,5,5,5,6,4,3,2,1,3,4,2,2,2,1,3,6,2,3,2,5,Irvine,26,1,1,95.00,2,90.00,2,SoCal Edison,945,1.00,2,3,1,7,4,7,33.63780212,-117.80950160000000,4.50,5.00,4.00,4.67,4.00,4.33,5.00,5.00,4.50,4.50,0,0,1,0,0,1,0
82,3,3,2,1,1,0,70,1,68,1,70,1,68,1,6,7,,,5,4,5,4,4,6,6,3,4,4,4,2,7,7,7,7,7,6,5,5,5,7,7,6,5,5,4,5,6,6,7,5,5,5,2,2,2,5,4,5,4,7,7,7,7,5,4,4,6,6,3,6,5,5,5,5,4,5,5,4,6,7,6,4,6,5,4,4,1,2,2,46,Pittsburgh,27,2,2,250.00,4,250.00,4,Duquesne Light,2044,4.00,5,1,1,7,4,8,40.64210510,-79.94450378000000,7.00,6.50,5.00,6.67,4.50,6.33,5.00,7.00,4.50,6.00,0,1,1,1,1,1,1
83,3,2,6,2,2,0,67,1,67,1,67,1,67,1,3,3,,,4,4,4,3,,2,2,3,2,2,3,1,7,6,6,6,5,4,5,5,5,6,6,6,4,5,4,4,6,6,5,2,2,2,2,2,2,6,5,6,6,7,7,7,7,4,4,5,5,4,4,4,5,5,5,5,3,3,3,3,3,7,7,7,7,7,4,6,1,1,2,46,gettysburg,31,2,1,140.00,3,80.00,2,Met-Ed,900,1.00,2,8,1,6,4,7,39.79679871,-76.99299622000000,6.25,4.50,5.00,6.00,4.00,5.67,2.00,7.00,4.00,4.00,0,1,1,1,0,1,0
84,1,2,1,1,2,1,65,1,60,1,65,1,60,1,4,4,,,5,5,5,4,3,3,3,3,3,3,3,1,4,5,5,4,7,7,6,5,6,6,5,5,4,4,3,4,3,5,3,3,3,2,1,2,2,6,6,6,5,6,5,5,6,6,5,5,6,5,6,5,5,6,5,5,5,5,5,2,5,7,6,7,7,7,3,6,2,2,1,57,Belfair,41,1,2,100.00,2,130.00,3,Mason County PUD,1200,2.00,4,5,1,5,4,12,39.56900024,-104.85820010000000,4.50,7.00,6.00,5.33,3.50,3.67,3.00,5.50,5.50,5.00,0,0,1,1,1,1,1
85,3,3,3,2,2,1,72,1,65,1,72,1,78,1,6,6,,,4,8,8,7,7,7,8,8,8,8,8,1,4,4,4,5,2,2,6,3,5,5,5,4,1,1,1,1,7,6,7,6,6,2,1,1,2,7,6,7,6,5,4,1,2,3,3,4,5,5,3,6,5,4,4,5,1,4,4,4,4,6,4,1,7,5,1,7,1,3,3,40,nyc,49,1,1,180.00,3,120.00,2,con edison,1400,3.00,5,1,1,6,2,12,40.77920532,-73.90699768000000,4.25,2.00,5.50,4.67,1.00,6.67,6.00,3.00,3.00,5.50,0,1,1,1,1,1,1
86,1,3,4,1,1,0,77,1,70,1,68,1,78,1,4,4,,,5,4,4,7,,5,5,1,4,1,4,1,5,5,5,6,5,5,5,5,5,7,7,7,4,5,5,3,7,7,7,7,7,2,2,5,3,6,7,7,4,7,7,7,7,6,6,4,7,3,6,5,6,7,7,7,4,5,5,2,3,7,7,4,7,2,2,5,1,2,1,16,31313,27,2,1,150.00,3,350.00,4,Georgia Power,500,1.00,2,8,2,5,3,8,31.85809326,-81.58540344000000,5.25,5.00,5.00,7.00,4.00,7.00,7.00,7.00,6.00,4.00,1,0,1,1,1,1,1
87,3,2,4,1,2,0,66,1,55,1,60,1,55,1,3,3,,,5,3,3,1,1,2,2,2,2,2,2,1,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,1,2,3,1,2,3,6,5,5,4,5,5,5,5,2,2,2,4,4,4,5,4,5,5,5,5,3,3,3,3,6,5,5,1,3,1,5,1,3,3,57,Ephrata,31,2,1,75.00,1,140.00,3,Grant PUD,1000,2.00,1,3,1,5,5,2,47.27239990,-119.58999630000000,4.75,5.00,5.00,6.00,6.00,5.33,1.50,5.00,2.00,4.50,0,0,1,1,1,1,1
88,3,3,1,1,1,1,70,1,76,1,68,1,76,1,4,4,,,5,6,6,6,4,3,3,3,4,3,4,1,5,6,5,5,6,7,6,6,5,6,5,5,5,6,7,6,5,6,5,3,3,3,3,5,5,6,5,6,5,5,5,6,5,4,4,3,6,6,5,7,3,4,4,5,5,5,5,5,5,6,7,3,6,7,2,4,1,1,1,15,Orange Park,45,1,2,225.00,4,200.00,4,Clay Electric,2800,4.00,3,7,1,7,4,9,30.16720581,-81.77149963000000,5.25,6.50,5.50,5.33,6.50,5.33,3.00,5.25,4.00,6.50,1,0,1,1,1,1,1
90,1,2,2,1,1,1,,0,76,1,,0,76,1,8,99,,3,4,7,99,6,6,8,1,8,8,99,99,1,2,2,2,2,6,6,3,6,5,3,2,3,1,2,1,1,7,7,7,4,4,4,3,6,3,7,6,6,6,2,2,3,2,2,2,2,6,5,6,5,6,2,1,2,1,4,5,5,5,7,5,2,1,8,1,3,1,2,1,6,Tempe,27,1,1,350.00,4,100.00,2,APS,1200,2.00,4,7,1,6,4,6,33.43569946,-111.91709900000000,2.00,6.00,4.00,2.67,1.00,7.00,4.00,2.25,2.00,5.00,1,0,1,0,1,1,1
91,1,2,2,2,1,1,68,1,70,1,68,1,70,1,4,2,,,5,1,1,1,1,4,2,1,4,1,3,1,6,6,5,6,3,5,6,5,6,6,6,6,5,5,5,5,6,6,6,6,5,3,2,1,1,7,5,6,6,7,7,7,7,5,4,5,2,6,6,6,6,6,5,3,3,6,6,3,5,7,5,2,6,7,4,5,1,3,2,36,Las Vegas,26,2,1,120.00,2,70.00,1,NV Energy,1200,2.00,2,6,1,7,2,10,36.17500305,-115.13719940000000,5.75,4.00,6.00,6.00,5.00,6.00,5.50,7.00,4.50,6.00,0,0,1,1,1,1,1
92,1,2,2,4,2,1,69,1,50,1,62,1,70,1,2,2,,,5,3,2,2,2,2,2,2,3,2,4,1,5,5,5,5,4,4,5,5,5,7,7,7,5,4,5,5,6,5,5,5,5,2,2,2,3,6,4,6,6,7,7,7,7,3,4,4,6,6,3,6,5,5,5,5,2,5,5,2,5,5,5,4,1,5,4,5,2,1,1,29,Blackstone,43,2,2,150.00,3,150.00,3,National Grid,2000,4.00,3,7,6,5,2,12,42.08760071,-71.40730286000000,5.00,4.00,5.00,7.00,5.00,5.33,5.00,7.00,3.50,6.00,0,1,1,1,1,1,1
93,1,1,3,8,2,1,,0,,0,,0,,0,3,8,,2,5,4,8,,,3,8,4,5,7,7,1,7,7,7,7,5,5,6,6,7,7,7,7,3,3,2,3,5,7,4,7,7,2,1,5,6,5,6,6,4,7,7,6,7,5,5,3,5,4,3,4,5,4,3,3,2,1,1,1,1,7,4,1,1,1,5,5,1,3,3,59,milwaukee,23,2,1,30.00,1,50.00,1,we energies,1000,2.00,1,1,1,3,5,1,43.06869507,-87.97669983000000,7.00,5.00,6.50,7.00,2.50,5.33,7.00,6.75,5.00,4.00,0,1,1,1,1,1,1
94,1,2,2,1,1,1,75,1,71,1,75,1,71,1,7,6,,,4,7,6,7,,7,7,4,6,4,6,2,3,3,3,5,5,6,5,7,7,6,5,3,5,5,5,5,3,5,2,6,2,3,2,2,5,6,6,6,6,6,6,6,6,6,3,2,6,5,6,5,6,5,5,3,2,6,6,3,5,5,3,2,2,1,5,4,2,2,2,15,Apollo Beach,48,2,2,250.00,4,180.00,3,TECO,2300,4.00,4,4,2,6,4,11,27.71009827,-82.43139648000000,3.50,5.50,6.00,4.67,5.00,3.33,4.00,6.00,4.50,5.00,1,0,1,1,1,1,1
96,3,3,4,1,2,1,68,1,72,1,50,1,72,1,2,4,,,4,4,4,7,6,4,4,4,5,4,4,1,3,3,2,5,3,3,5,3,5,6,6,6,1,6,6,6,6,6,6,3,3,4,2,6,6,6,6,7,6,4,4,4,4,2,2,5,3,5,4,5,4,4,4,7,1,2,2,2,5,7,7,2,7,7,2,7,1,2,2,57,Spokane,44,2,1,40.00,1,100.00,2,Avista,1200,2.00,2,7,1,1,5,1,47.65969849,-117.42910000000000,3.25,3.00,5.00,6.00,6.00,6.00,3.00,4.00,2.00,5.00,0,0,1,1,1,1,1
97,1,2,4,1,2,0,70,1,72,1,65,1,76,1,3,1,2,,4,2,2,,,1,1,1,2,1,1,1,5,4,4,5,6,6,6,6,6,6,6,6,5,5,5,5,6,6,4,3,3,3,3,3,5,6,5,5,3,6,6,6,6,5,5,5,6,6,2,6,6,6,6,6,5,5,5,4,5,7,7,6,7,5,3,4,1,2,1,43,Stillwater,25,1,1,70.00,1,80.00,2,City of Stillwater,700,1.00,2,2,1,3,5,2,36.07510376,-97.03119659000000,4.50,6.00,6.00,6.00,5.00,5.33,3.00,6.00,5.00,6.00,1,0,1,1,1,1,1
98,2,1,2,2,1,0,72,1,74,1,68,1,78,1,1,1,2,,5,4,4,7,7,5,5,7,8,7,8,1,4,6,5,5,7,7,6,7,7,7,6,6,6,6,6,6,6,7,5,4,4,2,2,2,1,7,5,7,4,7,6,6,7,6,4,3,7,7,7,7,7,6,6,6,4,4,5,3,5,6,7,6,6,7,7,7,1,1,1,24,Louisville,29,1,2,120.00,2,90.00,2,LG&E,1800,3.00,2,4,1,8,4,7,38.22169495,-85.68000031000000,5.00,7.00,6.50,6.33,6.00,6.00,4.00,6.50,5.00,7.00,0,0,1,1,1,1,1
99,3,2,3,2,2,1,70,1,,0,68,1,,0,3,4,,,4,3,4,4,,8,8,3,3,4,4,1,6,6,6,6,4,5,5,6,5,6,6,6,5,6,6,5,7,7,7,7,7,3,2,1,1,5,3,6,4,7,7,7,7,4,4,5,6,6,6,6,6,6,5,6,1,4,4,4,4,5,6,6,6,2,2,5,1,2,1,40,personal,47,2,2,350.00,4,150.00,3,unknown,1700,3.00,4,1,1,6,4,12,40.72509766,-73.70700073000000,6.00,4.50,5.00,6.00,5.50,7.00,7.00,7.00,4.00,6.00,0,1,1,1,1,1,1
100,1,1,2,1,1,1,67,1,70,1,65,1,75,1,5,5,,,5,8,8,7,5,4,4,6,8,6,8,3,5,4,5,5,7,7,7,7,7,7,7,7,3,4,3,4,7,7,5,2,3,2,1,2,1,4,3,6,3,6,6,7,6,4,4,4,7,6,6,6,6,6,5,6,3,3,3,2,2,7,7,5,7,5,1,7,1,2,1,21,Jeffersonville,42,2,2,150.00,3,170.00,3,Duke Energy,1500,3.00,4,7,1,6,4,10,39.76840210,-86.15799713000000,4.75,7.00,7.00,7.00,3.50,6.33,2.50,6.25,4.00,6.00,0,1,1,1,1,1,1
101,1,2,1,1,1,0,69,1,72,1,69,1,78,1,3,2,,,4,3,3,3,2,3,2,3,4,3,3,1,5,4,3,5,6,6,4,7,5,6,6,4,3,3,3,3,6,7,5,2,3,4,3,3,5,5,2,7,3,5,5,4,5,2,2,5,6,5,5,6,5,4,5,2,3,3,5,3,3,6,2,1,5,5,2,7,2,2,2,52,Dallas,22,2,1,160.00,3,90.00,2,TXU,1100,2.00,2,4,1,4,4,6,32.83389282,-96.77149963000000,4.25,6.00,4.50,5.33,3.00,6.00,2.50,4.75,2.00,5.50,1,0,1,1,1,1,1
102,2,1,2,1,1,0,74,1,68,1,,2,,2,4,4,,,4,7,7,4,7,3,3,3,3,3,2,1,5,5,3,5,7,7,7,7,7,6,6,6,1,2,1,1,7,7,6,2,2,2,2,2,5,7,5,7,6,6,1,3,3,5,2,2,5,7,7,7,6,6,6,6,3,3,3,3,3,7,6,6,6,5,2,7,1,3,1,55,Richmond,29,1,1,50.00,1,30.00,1,Dominion Power,600,1.00,2,6,1,8,4,9,37.55380249,-77.46029663000000,4.50,7.00,7.00,6.00,1.00,6.67,2.00,3.25,3.50,7.00,0,0,1,1,1,0,0
103,1,2,2,2,1,0,70,1,75,1,65,1,78,1,3,3,,,5,4,4,5,4,4,4,4,4,4,4,1,5,5,4,5,5,5,5,5,6,6,6,6,4,5,5,4,3,5,3,2,2,3,3,3,3,6,6,6,5,7,7,7,7,5,4,4,5,5,5,5,6,5,5,5,5,5,5,5,5,7,7,3,6,7,6,7,1,1,1,55,hampton,47,1,2,175.00,3,85.00,2,dominion,2600,4.00,5,5,3,8,4,4,36.99040222,-76.42169952000000,4.75,5.00,5.50,6.00,4.50,3.67,2.00,7.00,4.50,5.00,0,0,1,1,1,1,1
